题目,A,B,C,D,正确答案,解析连接,图片名称,,,,,,,,,,,,
氢气和氟气混合在黑暗处即可发生爆炸而释放出大量的热量。在反应过程中，断裂1molH2中的化学键消耗的能量为Q1kJ，断裂1molF2中的化学键消耗的能量为Q2kJ，形成1molHF中的化学键释放的能量为Q3kJ。下列关系式中正确的是 （ ）,Q<sub>1</sub>+ Q<sub>2</sub>＜2Q<sub>3</sub,Q<sub>1</sub>+ Q<sub>2</sub>＞2Q<sub>3</sub,Q<sub>1</sub>+ Q<sub>2</sub>＜Q<sub>3</sub,Q<sub>1</sub>+ Q<sub>2</sub>＞Q<sub>3</sub,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/4163efdcdab831b5872a3c465e92_800933ex.png,831b5872a3c465e92_800933ex.png,,,,,,,,,,,,
氯原子对O3的分解有催化作用：O3+Cl═ClO+O2△H1  ， ClO+O═Cl+O2△H2 ． 大气臭氧层的分解反应是：O3+O═2O2△H，该反应的能量变化如图所示，则下列叙述正确的是（　　）,反应O<sub>3</sub>+O═2O<sub>2</sub>的△H=E<sub>1</sub>﹣E<sub>3</sub,反应O<sub>3</sub>+O═2O<sub>2</sub>是吸热反应,△H=△H<sub>1</sub>+△H<sub>2</sub,氯原子没有改变O<sub>3</sub>分解反应的历程,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/4ddeb1e7a51a1b8f2f70ff6ccca4_2207928ex.png,1b8f2f70ff6ccca4_2207928ex.png,,,,,,,,,,,,
相同温度下，有下列三个热化学方程式：  ①2H2（l）+O2（g）═2H2O（l）△H1=﹣Q1 kJmol﹣1②2H2（g）+O2（g）═2H2O（l）△H1=﹣Q2 kJmol﹣1③2H2（l）+O2（g）═2H2O（g）△H1=﹣Q3 kJmol﹣1则Q1、Q2、Q3的关系表示正确的是（ ）,Q<sub>1</sub>=Q<sub>2</sub>＜Q<sub>3</sub,Q<sub>2</sub>＞Q<sub>1</sub>＞Q<sub>3</sub,Q<sub>3</sub>＞Q<sub>2</sub>＞Q<sub>1</sub,Q<sub>1</sub>=Q<sub>2</sub>=Q<sub>3</sub,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/618351618dd31e95204d3686c61f_3876809ex.png,1e95204d3686c61f_3876809ex.png,,,,,,,,,,,,
已知：HCN（aq）与NaOH（aq）反应的△H=﹣12.1kJmol﹣1；HCl（aq）与NaOH（aq）中和反应的△H=﹣55.6kJmol﹣1 ． 则HCN在水溶液中电离的△H等于（ ）,+43.5kJmol<sup>﹣</sup><sup>1 </su,﹣43.5kJmol<sup>﹣</sup><sup>1</su,﹣67.7kJmol<sup>﹣</sup><sup>1</su,+67.7kJmol<sup>﹣</sup><sup>1</su,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/41a3dd2bdbe8b1a57e9269589801_2755181ex.png,b1a57e9269589801_2755181ex.png,,,,,,,,,,,,
已知常温时红磷转化为白磷时需吸收热量，在下列反应中若a、b均大于零，则a和b的关系为（　　）P4（白磷，s）+5O2（g）═2P2O5（s）；△H=﹣a kJmol﹣14P（红磷，s）+5O2（g）═2P2O5（s）；△H=﹣b kJmol﹣1 ．,a＜b,a=b,a＞b,无法确定,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/483b398e2d4a829b4a36acc791af_1481974ex.png,829b4a36acc791af_1481974ex.png,,,,,,,,,,,,
已知热化学方程式：H2O（g）=H2（g）+O2（g）△H=+241.8kJ/molH2（g）+O2（g）=H2O（1）△H=﹣285.8kJ/mol当1mol液态水变为水蒸气时，其热量变化是（　　）,吸热88kJ,吸热2.44KJ,放热44kJ,吸热44KJ,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3c3b090b5dac90edb7e87e8c7d6a_2207982ex.png,90edb7e87e8c7d6a_2207982ex.png,,,,,,,,,,,,
已知热化学方程式：  H2O（g）=H2（g）+  O2（g）；△H=+241.8kJ/molH2（g）+  O2（g）=H2O（l）；△H=﹣285.8kJ/mol当1g液态水变为水蒸气时，其热量变化是（ ）,吸热88 kJ,吸热44 kJ,放热44 kJ,吸热2.44 kJ,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/ecbd30a05ae04b7944fbc4f2284f_3582297ex.png,4b7944fbc4f2284f_3582297ex.png,,,,,,,,,,,,
已知1 mol白磷(s)转化为1 mol红磷，放出18.39 kJ热量，又知：4P(白、s)+5O2(g)=2P2O5 (s) △H1①4P(红、s)+5O2(g)=2P2O5 (s) △H2②则△H1和△H2的关系正确的是：（ ）,△H<sub>1</sub>＜△H<sub>2</sub,△H<sub>1</sub>＞△H<sub>2</sub,△H<sub>1</sub>=△H<sub>2</sub,无法确定,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/b42efe35fa9027254eeac7c97460_6751415ex.png,27254eeac7c97460_6751415ex.png,,,,,,,,,,,,
下列各组热化学方程式的ΔH前者大于后者的是( )①C(s)＋O2(g)=CO2(g) ΔH1 C(s)＋O2(g)=CO(g) ΔH2②S(s)＋O2(g)=SO2(g) ΔH3 S(g)＋O2(g)=SO2(g) ΔH4③H2(g)＋O2(g)=H2O(l) ΔH5 2H2(g)＋O2(g)=2H2O(l) ΔH6④CaCO3(s)=CaO(s)＋CO2(g) ΔH7 CaO(s)＋H2O(l)=Ca(OH)2(aq) ΔH8,①,④,②③④,①②③,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/b6ed72ff8f8cfecf682c2d80d4a3_14216961ex.png,ecf682c2d80d4a3_14216961ex.png,,,,,,,,,,,,
下列各组热化学方程式中，△H1＞△H2的是（ ）  ①C（s）+O2（g）═CO2（g）△H1 C（s）+  O2（g）═CO（g）△H2②S（g）+O2（g）═SO2（g）△H1 S（s）+O2（g）═SO2（g）△H2③H2（g）+  O2（g）═H2O（l）△H1 2H2（g）+O2（g）═2H2O（l）△H2④CaCO3（s）═CaO（s）+CO2（g）△H1 CaO（s）+H2O（l）═Ca（OH）2（s）△H2 ．,①,②③④,③④,①②③,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3b4a7ba442a7584f20e0b97b48fb_3444352ex.png,584f20e0b97b48fb_3444352ex.png,,,,,,,,,,,,
固态或气态碘分别与氢气反应的热化学方程式如下:  ① H2(g) +I2()  2HI(g) △H1=－9.48kJ·mol－1② H2(g) +I2()  2HI(g) △H2=+26.48kJ·mol－1下列判断错误的是（ ）,①中的I<sub>2</sub>为气态，②中的I<sub>2</sub>为固态,②的反应物总能量比①的反应物总能量低,反应①的产物比反应②的产物热稳定性更好,l mol固态碘升华时将吸热35.96kJ,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/cd156fcac8b10d4fc9a28be91b04_10492792ex.png,d4fc9a28be91b04_10492792ex.png,,,,,,,,,,,,
已知：Fe2O3 (s)＋3/2C(s)= 3/2CO2(g)＋2Fe(s) △H=+234.1kJ·mol－1 C(s)＋O2(g)=CO2(g) △H=－393.5kJ·mol－1 , 则 2Fe(s)＋3/2O2(g)=Fe2O3(s)的△H是 ( ),－824.4kJ·mol<sup>－</sup><sup> 1</su,－627.6kJ·mol<sup>－</sup><sup>1</su,－744.7kJ·mol<sup>－</sup><sup>1</su,－169.4kJ·mol<sup>－</sup><sup>1</su,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/e377e9079c4982c4382a7cae7a25_12079878ex.png,2c4382a7cae7a25_12079878ex.png,,,,,,,,,,,
已知：2H2（g）+O2（g）=2H2O（g）△H13H2（g）+Fe2O3（s）=2Fe（s）+3H2O（g）△H22Fe（s）+ O2（g）=Fe2O3（s）△H32Al（s）+ O2（g）=Al2O3（s）△H42Al（s）+Fe2O3（s）=A12O3（s）+2Fe（s）△H5下列关于上述反应焓变的判断正确的是（　　）,△H<sub>1</sub>＜0，△H<sub>3</sub>＞0,△H<sub>5</sub>＜0，△H<sub>4</sub>＜△H<sub>3</sub,△H<sub>1</sub>=△H<sub>2</sub>+△H<sub>3</sub,△H<sub>3</sub>=△H<sub>4</sub>+△H<sub>5</sub,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/0b69e91ebd953022e1869b6fb327_1481970ex.png,3022e1869b6fb327_1481970ex.png,,,,,,,,,,,,
已知：（1）Zn（s）+  O2（g）═ZnO（s）△H=﹣348.3kJmol﹣1  ， （2）2Ag（s）+  O2（g）═Ag2O（s）△H=﹣31.0kJmol﹣1  ，则Zn（s）+Ag2O（s）═ZnO（s）+2Ag（s）的△H等于（ ）,﹣379.3kJmol<sup>﹣1</su,﹣317.3kJmol<sup>﹣1</su,﹣332.8kJmol<sup>﹣1</su,317.3kJmol<sup>﹣1</su,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/93821bf9ebd96ed93d3a0acd8319_3527160ex.png,6ed93d3a0acd8319_3527160ex.png,,,,,,,,,,,,
盖斯定律指出：化学反应的反应热只与反应的始态(各反应物)和终态(各生成物)有关，而与具体反应进行的途径无关。物质A在一定条件下可发生一系列转化，由图判断下列关系错误的是（ ）,A→F，ΔH＝－ΔH<sub>6</sub,ΔH<sub>1</sub>＋ΔH<sub>2</sub>＋ΔH<sub>3</sub>＋ΔH<sub>4</sub>＋ΔH<sub>5</sub>＋ΔH<sub>6</sub>＝1,C→F，|ΔH|＝|ΔH<sub>1</sub>＋ΔH<sub>2</sub>＋ΔH<sub>6</sub,ΔH<sub>1</sub>＋ΔH<sub>2</sub>＋ΔH<sub>3</sub>|＝|ΔH<sub>4</sub>＋ΔH<sub>5</sub>＋ΔH<sub>6</sub,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/275df7d506328aad5504f204242c_8102687ex.png,8aad5504f204242c_8102687ex.png,,,,,,,,,,,,
强酸与强碱的稀溶液发生中和反应的热效应为：H＋（aq）＋OH－（aq）＝H2O（l）△H＝－57.3KJ·mol－1。分别向1L 0.5mol·L－1的Ba（OH）2的溶液中加入①浓硫酸；②稀硫酸；③稀硝酸，恰好完全反应的热效应分别为△H1、△H2、△H3  ， 下列关系正确的是（ ）,△H<sub>1</sub>＞△H<sub>2</sub>＞△H<sub>3</sub,△H<sub>1</sub>＜△H<sub>2</sub>＜△H<sub>3</sub,△H<sub>1</sub>＞△H<sub>2</sub>＝△H<sub>3</sub,△H<sub>1</sub>＝△H<sub>2</sub>＜△H<sub>3</sub,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/c88f7955daf3f3c523a5a9a58769_11854290ex.png,3c523a5a9a58769_11854290ex.png,,,,,,,,,,,,
已知A(g)＋C(g)=D(g)；ΔH＝－Q1kJ/mol，B(g)＋C(g)=E(g)；ΔH＝－Q2kJ/mol，Q1、Q2均大于0，且Q1>Q2  ， 若A与B组成的混合气体 1mol与足量的C反应，放热为Q3kJ，则原混合气体中A与B物质的量之比为(　　),img src="/files/attach/files/content/2020/0325/1585131973.021.png",img src="/files/attach/files/content/2020/0325/1585131973.095.png",img src="/files/attach/files/content/2020/0325/1585131973.214.png",img src="/files/attach/files/content/2020/0325/1585131973.320.png",A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/b1865893f22a5dcd8ac6ea68be74_6547999ex.png,5dcd8ac6ea68be74_6547999ex.png,,,,,,,,,,,,
H2在Cl2中燃烧时产生苍白色火焰.在反应过程中,断裂1molH2中的化学键消耗的能量为Q1KJ,断裂1molCl2中的化学键消耗的能量为Q2KJ,形成1molHCl中的化学键释放的能量为Q3KJ.下列关系式正确的是（ ）,Q<sub>1</sub>+Q<sub>2</sub>&gt;Q<sub>3</sub,Q<sub>1</sub>+Q<sub>2</sub>&gt;2Q<sub>3</sub,Q<sub>1</sub>+Q<sub>2</sub><q<sub>3</q<sub,Q<sub>1</sub>+Q<sub>2</sub>&lt;2Q<sub>3</sub,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/4e9743fd507ce36a5f991f748105_13178958ex.png,36a5f991f748105_13178958ex.png,,,,,,,,,
已知①2C（s）+O2（g）═2CO（g）△H=﹣221.0kJmol﹣1②2H2（g）+O2（g）═2H2O（g）△H=﹣483.6kJmol﹣1则反应C（s）+H2O（g）═CO（g）+H2（g）的△H为（ ）,+131.3kJmol<sup>﹣</sup><sup>1</su,﹣131.3kJmol<sup>﹣</sup><sup>1</su,﹣352.3kJmol<sup>﹣</sup><sup>1</su,+262.6kJmol<sup>﹣</sup><sup>1</su,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/ec8b8fa183f9503c5f49575d0c44_3400636ex.png,503c5f49575d0c44_3400636ex.png,,,,,,,,,,,,
已知：①4NH3(g)+5O2(g)=4NO(g)+6H2O(g)△H1=-akJ·mol-1 ②4NH3(g)+3O2(g)=2N2(g)+6H2O(g)△H2=-bkJ·mol-1③H2(g)+1/2O2(g)=H2O(g)△H3=-ckJ·mol-1④H2(g)+1/2O2(g)=H2O(l)△H4=-dkJ·mol-1下列叙述正确的是（ ）,由上述热化学方程式可知△H<sub>3</sub>＜△H<sub>4</sub,H<sub>2</sub>的燃烧热为dkJ·mol<sup>-1</su,4NH<sub>3</sub>(g)+4O<sub>2</sub>(g)=2NO(g)+N<sub>2</sub>(g)+6H<sub>2</sub>O(g)△H=(-a-b)kJ·mol<sup>-1</su,4NH<sub>3</sub>(g) <img src="/files/attach/files/content/2020/0325/1585131977.140.png"> 2N<sub>2</sub>(g)+6H<sub>2</sub>(g)△H=(6d-b)kJ·mol<sup>-1</sup></img,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/f3beaa19484c7b402a1308b992ad_11571362ex.png,b402a1308b992ad_11571362ex.png,,,,,,,,,,,,
下列各组热化学方程式中，化学反应的△H前者大于后者的是（）①C(s)＋O2(g)＝CO2(g)；△H1C(s)＋1/2O2(g)＝CO(g)；△H2②S(s)＋O2(g)＝SO2(g)；△H3 S(g)＋O2(g)＝SO2(g)；△H4③H2(g)＋1/2O2(g)＝H2O(g)；△H5 2H2(g)＋O2(g)＝2H2O(l)；△H6④CaCO3(s)＝CaO(s)＋CO2(g)；△H7 CaO(s)＋H2O(l)＝Ca(OH)2(s)；△H8,①,④,②③④,①②③,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/ff0e909ec6f29f91295f92069c41_1074945ex.png,9f91295f92069c41_1074945ex.png,,,,,,,,,,,,
已知700K时，N2+3H22NH3ΔH＝－Q kJ/mol，现有甲、乙两个容积相等的密闭容器。保持700K条件下，向密闭容器甲中通入1molN2和3molH2  ， 达平衡时放出热量 Q1kJ；向密闭容器乙中通入0.5molN2和1.5molH2  ， 达平衡时放出热量 Q2kJ。则Q、Q1、Q2的大小关系是（）,Q = Q<sub>1</sub> = 1/2Q<sub>2</sub,Q＞Q<sub>1</sub>＞2Q<sub>2</sub,Q＞2Q<sub>2</sub>＞Q<sub>1</sub,Q = Q<sub>1 </sub>=Q<sub>2</sub,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3c4a3d7286bf44d9caba6542b144_885094ex.png,f44d9caba6542b144_885094ex.png,,,,,,,,,,,,
强酸和强碱稀溶液的中和热可表示为：H+（aq）+OH﹣（aq）═H2O（l）△H=﹣57.3kJ/mol已知：①HCl（aq）+NH3H2O（aq）=NH4Cl（aq）+H2O（l），△H=akJmol﹣1②HCl（aq）+NaOH（s）=NaCl（aq）+H2O（l），△H=bkJmol﹣1③HNO3（aq）+KOH（aq）=KNO3（aq）+H2O（l），△H=ckJmol﹣1则a，b，c三者的大小关系是（　　）,a＞c＞b,b＞c＞a,a=b=c,无法比较,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/72dc4f36db3dd555be399512da62_1481982ex.png,d555be399512da62_1481982ex.png,,,,,,,,,,,,
黑火药是中国古代的四大发明之一，其爆炸的热化学方程式为：S（s）+2KNO3（s）+3C（s）═K2S（s）+N2（g）+3CO2（g）△H=x kJmol﹣1已知碳的燃烧热△H1=a kJmol﹣1S（s）+2K（s）═K2S（s）△H2=b kJmol﹣12K（s）+N2（g）+3O2（g）═2KNO3（s）△H3=c kJmol﹣1则x为（　　）,3a+b﹣c,c+3a﹣b,a+b﹣c,c+a﹣b,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/85036c90fcdb6c420277f0b1e371_2207984ex.png,6c420277f0b1e371_2207984ex.png,,,,,,,,,,,,
丙烷的燃烧热为△H=﹣a kJ/mol，有以下反应：①C3H8（g）=C3H6（g）+H2（g）△H=+b kJ/mol②2C3H6（g）+9O2（g）=6CO2（g）+6H2O（l）△H=﹣c kJ/mol③2H2（g）+O2（g）=2H2O（l）△H=﹣d kJ/mol （b、c、d均为正值）则正确的（　　）,2a=c﹣d﹣2b,#NAME?,2a=c+d﹣2b,a=c+d﹣b/2,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/32816bdec364c3d33a4a7c52f8bf_1481966ex.png,c3d33a4a7c52f8bf_1481966ex.png,,,,,,,,,,,,
下列各组热化学方程式中，△H1＞△H2的是（ ）  ①C （s）+O2（g）═CO2（g）△H1 C（s）+  O2（g）═CO（g）△H2②S（s）+O2（g）═SO2（g）△H1 S（g）+O2（g）═SO2（g）△H2③H2（g）+  O2（g）═H2O（l）△H1 2H2（g）+O2（g）═2H2O（l）△H2④CaO（s）+H2O（l）═Ca（OH）2（s）△H1CaCO3（s）═CaO（s）+CO2（g）△H2 ．,①④,②③,②④,①③,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/6deb61aed80e930efb7cbc1a8a72_3876821ex.png,930efb7cbc1a8a72_3876821ex.png,,,,,,,,,,,,
A2+B2===2AB的反应历程可以看作如下（△H表示该过程的能量变化）：Ⅰ．A2===A +A△H 1 Ⅱ．B2===B+B△H 2 Ⅲ．A+B===AB△H 3则下列说法中正确的是（　　）,当△H<sub>3</sub>+(△H<sub>1</sub>+△H<sub>2</sub>) &gt;0时，该反应是吸热反应；,当 2△H<sub>3</sub>+(△H<sub>1</sub>+△H<sub>2</sub>) &gt; 0时，该反应是放热反应；,当 2△H<sub>3</sub>+(△H<sub>1</sub>+△H<sub>2 </sub>) &lt;0时，该反应是放热反应；,当1/2△H<sub>3</sub>+(△H<sub>1</sub>+△H<sub>2</sub>)&lt;0时，该反应是吸热反应；,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/a3b47f2b00c1f82a7555881103d2_1074830ex.png,f82a7555881103d2_1074830ex.png,,,,,,,,,,,,
已知：(1)Zn(s)＋  O2(g)=ZnO(s) ΔH＝－348.3 kJ·mol－1 (2)2Ag(s)＋  O2(g)=Ag2O(s) ΔH＝－31.0 kJ·mol－1则Zn(s)＋Ag2O(s)=ZnO(s)＋2Ag(s)的ΔH等于(　　),－317.3 kJ·mol<sup>－1</su,－379.3 kJ·mol<sup>－1</su,－332.8 kJ·mol<sup>－1</su,＋317.3 kJ·mol<sup>－1</su,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/2596f8f080bc07bf4c908bbaa2a8_6547993ex.png,07bf4c908bbaa2a8_6547993ex.png,,,,,,,,,,,,
氧气（O2）和臭氧（O3）是氧元素的两种同素异形体，已知热化学方程式：则△H1、△H2、△H3的关系正确的是( )  4Al（s）+3O2（g）═2Al2O3（s）△H1①4Al（s）+2O3（g）═2Al2O3（s）△H2②3O2（g）═2O3（g）△H3③,△H<sub>1</sub>﹣△H<sub>2</sub>=△H<sub>3</sub,△H<sub>1</sub>+△H<sub>2</sub>=△H<sub>3</sub,△H<sub>2</sub>﹣△H<sub>1</sub>=△H<sub>3</sub,△H<sub>1</sub>+△H<sub>2</sub>+△H<sub>3</sub>=0,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/d69bc9c241bf7708d4ffcc8adedc_14516881ex.png,708d4ffcc8adedc_14516881ex.png,,,,,,,,,,,,
图为两种途径制备硫酸的过程，反应条件略．下列说法不正确的是（　　）,含l mol H<sub>2</sub>SO<sub>4</sub>的浓溶液与足量NaOH反应，放出的热量即为中和热,途径②增大O<sub>2</sub>浓度可提高SO<sub>2</sub>转化率,途径②中SO<sub>2</sub>和SO<sub>3</sub>均属于酸性氧化物,若△H<sub>l</sub>＜△H<sub>2</sub>+△H<sub>3</sub>  ， 则2H<sub>2</sub>O<sub>2</sub>（aq）=2H<sub>2</sub>O（1）+O<sub>2</sub> （g）为放热反应,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/201fa53a5ac734a969c5df2904d6_2207930ex.png,34a969c5df2904d6_2207930ex.png,,,,,,,,,,,,
已知：(1)Zn(s)＋1/2O2(g) = ZnO(s)；ΔH =－348.3 kJ/mol；(2)2Ag(s)＋1/2O2(g) = Ag2O(s)；ΔH =－31.0 kJ/mol，则Zn(s)＋Ag2O(s) = ZnO(s)＋2Ag(s)的ΔH等于（）,－317.3 kJ/mol,－379.3 kJ/mol,－332.8 kJ/mol,317.3 kJ/mol,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/959a8f537d3780f1790c37dee7af_1074971ex.png,80f1790c37dee7af_1074971ex.png,,,,,,,,,,,,
热化学方程式：C（石墨，s）+2H2（g）═CH4（g）；△H=a  2C（石墨，s）+H2（g）═C2H2（g）；△H=b2C（石墨，s）+2H2（g）═C2H4（g）；△H=c已知：a＞c＞b，对下列反应：C2H2（g）+H2（g）═C2H4（g）；△H=x2CH4（g）═C2H4（g）+2H2（g）；△H=y判断正确的是（ ）,x＞0，y＜0,x＜0，y＞0,x＞0，y＞0,x＜0，y＜0,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3cdf8c69640df7080816d0ee74f7_3876814ex.png,f7080816d0ee74f7_3876814ex.png,,,,,,,,,,,,
已知250C、101KPa下：①C（s）+  O2（g）=CO（g）△H=Q1kJ/mol ②2CO（g）+O2（g）=2CO2（g）△H=Q2kJ/mol （Q1、Q2均为正数）据此推断，下列说法正确的是（　　）,碳的燃烧热为Q<sub>1</sub>kJ/mol,2molCO（g）所具有的能量一定高于2molCO<sub>2</sub>（g）所具有的能量,一定质量的碳燃烧，生成CO<sub>2</sub>（g）比生成 CO（g）时放出的热量多,碳燃烧生成CO<sub>2</sub>气体的热化学方程式为：C（s）+O<sub>2</sub>（g）=CO<sub>2</sub>（g）△H=（Q<sub>1</sub>+Q<sub>2</sub>）kJ/mol,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/aea921e546b39f6a4136f5353332_1481980ex.png,9f6a4136f5353332_1481980ex.png,,,,,,,,,,,,
已知一定温度和压强下，N2(g)和H2 (g)反应生成2molNH3(g)，放出92.4kJ热量。在同温同压下向密闭容器中通入1mol N2和3mol H2  ， 达平衡时放出热量为Q1kJ；向另一体积相同的容器中通入0.5molN2和1.5molH2  ， 相同温度下达到平衡时放出热量为Q2kJ。则下列叙述正确的是( ),2Q<sub>2</sub>＜Q<sub>1</sub>＜92.4kJ,2Q<sub>2</sub>=Q<sub>1</sub>=92.4kJ,2Q<sub>2</sub>＞Q<sub>1</sub>=92.4kJ,2Q<sub>2</sub>=Q<sub>1</sub>＜92.4kJ,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/cc4abeb435976838c4d0e1bc4880_13932692ex.png,838c4d0e1bc4880_13932692ex.png,,,,,,,,,,,,
